word,count
"Iraq","3571"
"Baghdad","1686"
"claimed","1415"
"responsibility","1413"
"motive","1399"
"specific","1376"
"group","1365"
"Reuters","1104"
"explosive","812"
"detonated","776"
"Academic","775"
"LexisNexis","772"
"improvised","759"
"Killed","744"
"News","725"
