word,count
"group","408"
"claimed","324"
"motive","324"
"specific","323"
"responsibility","323"
"Somalia","302"
"News","258"
"Academic","227"
"LexisNexis","226"
"France","199"
"Agence","195"
"Presse","194"
"Africa","189"
"militants","177"
"reported","174"
"Nigeria","161"
"unidentified","159"
