word,count
"motive","21"
"Animal","17"
"Marine","17"
"responsibility","17"
"Corps","17"
"Pentagon","17"
"Liberation","17"
"shooting","16"
"United","16"
"States","15"
"claimed","15"
"building","15"
"Times","14"
"incident","14"
"shootings","13"
"charged","12"
"specific","12"
"Front","12"
"military","11"
"Street","11"
