word,count
"Unknown","4"
"Gunmen","3"
"responsibility","3"
"Edouard","3"
"claimed","3"
"station","3"
"Gonaives","2"
"shot","2"
"elections","2"
"Press","2"
"Jamaica","2"
"Associated","2"
"Jean-Bertrand","2"
"Haiti","2"
"Worldstream","2"
"Aristide's","2"
