word,count
"Terror","29"
"Pakistan","15"
"U.S.","11"
"Zimbabwe","10"
"India","10"
"Terrorism","8"
"Attacks","7"
"Suspects","7"
"Israel","7"
"GuantÃ¡namo","7"
"Korea","6"
"Iraq","6"
"Plot","6"
"War","6"
"Kill","5"
"North","5"
"Musharraf","4"
"Mumbai","4"
"Trial","4"
"Party","4"
