word,count
"Zealand","17"
"motive","9"
"specific","8"
"Wellington","8"
"Herald","8"
"Police","7"
"reported","6"
"poison","6"
"Tuesday","5"
"responsibility","5"
"Joondalup","5"
"Government","5"
"casualties","5"
"claim","4"
"letter","4"
"Warwick","4"
"incident","3"
"Targeted","3"
"Man","3"
"Australia","3"
