word,count
"claimed","1938"
"News","1901"
"motive","1893"
"responsibility","1887"
"specific","1882"
"India","1802"
"Academic","1790"
"LexisNexis","1753"
"group","1725"
"Pakistan","1573"
"militants","1295"
"Terrorism","1288"
"South","1215"
"Times","1179"
"Asia","1164"
