word,count
"Russia","373"
"Dagestan","199"
"claimed","173"
"responsibility","172"
"group","167"
"police","152"
"incident","137"
"killed","126"
"Military","124"
"republic","123"
"CIS","119"
"&","115"
"Interfax","110"
"device","98"
"injured","96"
