word,count
"Corsican","262"
"claimed","234"
"responsibility","201"
"group","185"
"device","180"
"National","143"
"explosive","142"
"Corsica","138"
"homes","127"
"incident","124"
"targeted","119"
"Front","118"
"FLNC","116"
"Liberation","116"
"France","115"
"attacks","107"
"bomb","107"
