word,count
"Iraq","11071"
"claimed","7051"
"responsibility","6694"
"group","6253"
"killed","5900"
"incident","5536"
"governorate","5340"
"city","4253"
"Summary","3426"
"OSC","3369"
"sources","3290"
"detonated","3286"
"Assailants","3114"
"Security","3113"
"Roundup","3105"
