word,count
"responsibility","244"
"claimed","242"
"incident","191"
"group","171"
"bomb","162"
"city","149"
"Ireland","138"
"device","133"
"Assailants","121"
"Kingdom","103"
"United","103"
"Northern","97"
"reported","96"
"Belfast","91"
"district","91"
"casualties","85"
"explosive","80"
