word,count
"Terror","7"
"U.S.","7"
"Israel","6"
"Rise","6"
"Iraq","5"
"Officials","5"
"Police","5"
"Pakistan","4"
"China","4"
"Kurdish","4"
"Turkey","4"
"Britain","3"
"Somalia","3"
"Egypt","3"
"Peace","3"
"Russia","3"
"Gaza","3"
"Group","3"
"Syria","3"
"Deadly","3"
