word,count
"Colombia","275"
"FARC","186"
"El","183"
"Forces","104"
"Armed","103"
"motive","100"
"Tiempo","96"
"incident","90"
"group","88"
"Revolutionary","86"
"claimed","81"
"summary","78"
"based","78"
"originally","78"
"Spanish","78"
"written","78"
"specific","78"
"Colombian","69"
"responsibility","68"
"articles","66"
