word,count
"Pakistan","2061"
"responsibility","2020"
"claimed","1984"
"motive","1937"
"Times","1880"
"group","1834"
"specific","1772"
"militants","1752"
"India","1743"
"News","1563"
"Terrorism","1498"
"South","1294"
"LexisNexis","1294"
"Academic","1293"
"Asia","1252"
"killed","1135"
