word,count
"motive","586"
"specific","549"
"Thailand","536"
"responsibility","521"
"group","512"
"claimed","493"
"Muslim","459"
"Philippines","415"
"News","411"
"LexisNexis","358"
"Killed","355"
"Academic","354"
"National","295"
"Thai","291"
"Agency","287"
