word,count
"Iraq","3103"
"motive","1647"
"responsibility","1318"
"specific","1298"
"claimed","1167"
"Baghdad","1147"
"group","1128"
"National","768"
"reported","752"
"Worldwide","736"
"Tracking","734"
"Center","734"
"System","733"
"Incidents","731"
"Counterterrorism","730"
"explosive","713"
