,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
0,Muslim extremists,5.0,assailants opened,South Asia,Afghanistan,"Assailants opened fire on Aktilek Abduvaliyev in Bishkek, Kyrgyzstan. Abduvaliyev, a police officer, was killed in the attack. No group claimed responsibility for the incident; however, authorities attributed the attack to Muslim fundamentalists.",2015/11/19,1.0,0.0,0,Kyrgyzstan,Central Asia
