word,count
"killed","13"
"incident","11"
"group","11"
"officers","10"
"claimed","10"
"Tajikistan","9"
"sources","9"
"city","8"
"responsibility","7"
"police","7"
"Assailants","6"
"attacks","6"
"injured","5"
"Yerevan","5"
"motive","5"
"Armenia","5"
"unknown;","5"
"specific","5"
"fire","5"
"Casualty","4"
