word,count
"Kazakhstan","18"
"motive","15"
"Agency","11"
"News","11"
"responsibility","10"
"Kazakh","9"
"specific","8"
"religious","7"
"claimed","7"
"building","7"
"group","7"
"LexisNexis","6"
"Academic","6"
"device","6"
"incident","6"
"Atyrau","6"
"Police","6"
"Presse","5"
"Agence","5"
"officers","5"
