word,count
"Iraq","3568"
"responsibility","1631"
"Baghdad","1582"
"motive","1517"
"group","1509"
"claimed","1494"
"specific","1403"
"Reuters","1350"
"News","1248"
"Agency","1068"
"killed","951"
"Killed","869"
"detonated","845"
"Xinhua","821"
"wounded","763"
