word,count
"police","5"
"Haiti","4"
"responsibility","3"
"group","3"
"claimed","3"
"Assailants","3"
"incident","2"
"Forces","2"
"Colombia","2"
"FARC","2"
"rights","2"
"Panama","2"
"sources","2"
"land","2"
"reported","2"
"Border","2"
"killed","2"
"shot","2"
"activists","2"
"station","2"
