,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
3,Caucasus Emirate,205.0,least 18,Eastern Europe,Russia,"A suicide bomber detonated at the train station in Volgograd city, Volgograd oblast, Russia. In addition to the bomber, at least 18 people were killed, 35 people were injured and the station was severely damaged in the blast. Vilayat Dagestan, a subgroup of Caucasus Emirate, claimed responsibility for the attack and stated that it was a warning ahead of the Winter Olympics in Sochi and in retaliation for the killing of Muslims around the world.",2013/12/29,19.0,35.0,1
4,Caucasus Emirate,174.0,least 16,Eastern Europe,Russia,"A suicide bomber detonated on a trolley bus in Volgograd city, Volgograd oblast, Russia. In addition to the bomber, at least 16 people were killed and 28 others were injured in the blast. Vilayat Dagestan, claimed responsibility for the attack and stated that it was a warning ahead of the Winter Olympics in Sochi and in retaliation for the killing of Muslims around the world.",2013/12/30,17.0,28.0,1
1,Caucasus Emirate,157.0,least four,Eastern Europe,Russia,"An explosives-laden vehicle detonated outside of a court bailiffs' building in Makhachkala city, Republic of Dagestan republic, Russia. At least four people were killed and 44 others were injured in the explosion. This was one of two explosives-packed vehicles to detonate at the same location within a few minutes. This second explosion occurred after a crowd had gathered around the first explosion site. The Caucasus Emirate claimed responsibility for the incidents.",2013/5/20,4.0,44.0,1
0,Caucasus Emirate,5.0,explosion resulted,Eastern Europe,Russia,"An explosives-laden vehicle detonated outside of a court bailiffs' building in Makhachkala city, Republic of Dagestan, Russia. The explosion resulted in no casualties. This was one of two explosives-packed vehicles to detonate at the same location within a few minutes; the second explosion targeted first responders. The Caucasus Emirate claimed responsibility for the incidents.",2013/5/20,0.0,0.0,1
2,Caucasus Emirate,15.0,nizhniye achaluki,Eastern Europe,Russia,"Gunmen opened fire on the vehicle of Akhmed Kotiev in Nizhniye Achaluki town, Ingushetia republic, Russia. Kotiev, the head of the Ingushetia Security Council, was killed in the attack along with his driver. The Vilayat Galgayche (Ingushetia) section of Caucasus Emirate claimed responsibility for the incident, stating that Kotiev was targeted because he was the head of an organization which was waging a war against Islam.",2013/8/27,2.0,0.0,1
