word,count
"Terror","24"
"U.S.","22"
"Paris","14"
"Attacks","12"
"Syria","9"
"Leader","8"
"Iran","7"
"Turkey","6"
"West","6"
"ISIS","6"
"China","6"
"Britain","5"
"Killed","5"
"Tensions","5"
"State","5"
"Israeli","5"
"Israel","5"
"South","5"
"Police","5"
"War","5"
