word,count
"Terror","15"
"Israel","13"
"Gaza","8"
"China","8"
"U.S.","7"
"Leader","7"
"Attacks","6"
"Ukraine","6"
"Egypt","5"
"Killed","5"
"ISIS","5"
"War","5"
"Rebels","5"
"President","5"
"Syria","5"
"Deadly","5"
"Ebola","4"
"Calls","4"
"Accused","4"
"Israeli","4"
