word,count
"province","1160"
"claimed","1150"
"group","1112"
"Thailand","1092"
"responsibility","1082"
"Philippines","1026"
"incident","824"
"killed","719"
"News","634"
"Pattani","555"
"attacks","546"
"Assailants","535"
"injured","508"
"NPA","473"
"fire","436"
