word,count
"Iraq","8515"
"killed","5212"
"claimed","4600"
"responsibility","4587"
"group","4333"
"incident","3779"
"governorate","3588"
"city","3186"
"attacks","2771"
"Baghdad","2468"
"detonated","2451"
"News","2422"
"injured","2385"
"people","2083"
"wounded","1986"
