word,count
"responsibility","7"
"building","6"
"group","6"
"claimed","6"
"incident","5"
"News","5"
"Abkhazia","5"
"bomb","5"
"Georgia","5"
"Assailants","4"
"casualties","4"
"Atbasar","4"
"Russian","4"
"Kazakhstan","4"
"Kazakh","4"
"service","3"
"Petrol","3"
"injuries","3"
"threw","3"
"damages","3"
