word,count
"Thailand","420"
"Thai","323"
"killed","286"
"responsibility","279"
"reported","181"
"claim","169"
"Muslim","168"
"Agence","163"
"Province","160"
"France","157"
"southern","155"
"bomb","154"
"Presse","154"
"perpetrators","149"
"Yala","143"
"Narathiwat","129"
