word,count
"killed","225"
"Mogadishu","218"
"responsibility","209"
"Somalia","190"
"Somali","146"
"claimed","126"
"group","110"
"reported","104"
"perpetrators","89"
"Nigeria","88"
"France","88"
"wounded","87"
"claim","86"
"Agence","80"
"Presse","77"
"Press","74"
