word,count
"Colombia","75"
"FARC","38"
"Chile","34"
"killed","28"
"de","27"
"responsibility","25"
"bomb","25"
"Colombian","24"
"injured","22"
"EFE","22"
"police","22"
"perpetrators","19"
"Revolucionarias","18"
"Armadas","18"
"Fuerzas","18"
"cf","18"
"Santiago","17"
"group","17"
"incidents","16"
"Department","15"
