,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
0,Informal Anarchist Federation,5.0,assailants set,Western Europe,Italy,"Assailants set fire to Gran Turismo Autos, a luxury car showroom, in West Melbourne area, Melbourne city, Victoria state, Australia. The fire damaged several vehicles, but did not cause any casualties. The Felicity Ann Ryder Cell of the Informal Anarchist Federation claimed responsibility for the attack in a post online; however, police denied that the group was involved in the incident.",2013/9/2,0.0,0.0,1,Australia,Australasia & Oceania
