word,count
"Georgia","56"
"Georgian","54"
"Kartli","46"
"Shida","45"
"South","43"
"motive","37"
"Ossetian","33"
"responsibility","33"
"specific","31"
"Russia","30"
"News","29"
"&","28"
"CIS","26"
"Military","24"
"claimed","23"
"group","23"
"Center","20"
