word,count
"responsibility","139"
"motive","134"
"specific","120"
"casualties","96"
"Greece","94"
"Press","93"
"News","92"
"claimed","90"
"Athens","87"
"bomb","87"
"group","82"
"reported","77"
"Bomb","74"
"Basque","73"
"Spain","72"
"ETA","70"
