word,count
"News","28"
"responsibility","20"
"motive","18"
"claimed","17"
"Mexico","17"
"specific","17"
"Press","16"
"Associated","15"
"Canada","14"
"group","13"
"gas","12"
"Canwest","12"
"Service","12"
"bomb","11"
"United","10"
"California","10"
"casualties","10"
"States","9"
"EnCana","9"
"fire","9"
