,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property
0,Uighur Separatists,45.0,nine assailants,East Asia,China,"Nine assailants armed with knives and explosive devices attacked a Xinjiang Provincial Public Security Bureau station in Yarkand city, Xinjiang province, China. At least eight assailants were killed while the other was arrested in the assault. No group claimed responsibility; however, sources attributed the incident to Uighur separatists.",2013/12/30,8.0,0.0,1
