word,count
"claimed","1139"
"province","1075"
"group","1036"
"Philippines","1033"
"responsibility","1007"
"Thailand","941"
"incident","790"
"killed","734"
"Assailants","670"
"NPA","648"
"sources","580"
"Army","561"
"fire","469"
"News","466"
"wounded","428"
