word,count
"Australia","16"
"fire","13"
"responsibility","11"
"claimed","11"
"Sydney","10"
"incident","9"
"state","8"
"police","8"
"Wales","7"
"South","7"
"set","7"
"Assailants","7"
"group","6"
"carried","6"
"Anarchist","5"
"hostages","5"
"casualties","5"
"Police","5"
"city","5"
"Logan","4"
