word,count
"claimed","2360"
"group","2263"
"sources","2153"
"killed","2122"
"responsibility","2030"
"Assailants","1851"
"Somalia","1732"
"Nigeria","1689"
"Al-Shabaab","1689"
"SOCAFRICA","1396"
"attributed","1287"
"Haram","1180"
"incident;","1169"
"Boko","1168"
"incident","1049"
"region","1045"
