,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
0,Revolutionary Armed Forces of Colombia (FARC),0.0,revolutionary armed,South America,Colombia,"Assailants threw explosive devices at a National Border Service (Senafront) post in Limon, Darien, Panama. There were no reported casualties in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Revolutionary Armed Forces of Colombia (FARC)",2016/3/31,0.0,0.0,0,Panama,Central America & Caribbean
