word,count
"China","13"
"Uighur","7"
"people","6"
"assailants","5"
"Xinjiang","5"
"incident","4"
"government","4"
"responsibility","4"
"group","4"
"claimed","4"
"Press","4"
"suicide","3"
"motive","3"
"specific","3"
"killed","3"
"sources","3"
"hijack","3"
"Han","3"
"unknown;","3"
"bomber","3"
