word,count
"Guatemala","4"
"Leal","3"
"killed","2"
"country","2"
"legislator","2"
"president","2"
"received","2"
"parties","2"
"brother","2"
"political","2"
"threats","2"
"switch","2"
"support","2"
"claimed","1"
"responsibility","1"
"injured","1"
"incident;","1"
"Berlin","1"
"specific","1"
"vehicle","1"
