,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
1,Al-Qaida in the Arabian Peninsula (AQAP),11.0,umar farouk,Middle East & North Africa,Yemen,"On Friday morning, in Detroit, Michigan, United States, as the plane was approaching the destination, a would-be suicide bomber, identified as Umar Farouk Abdulmutallab, a 23-year-old Nigerian national, on board of Northwest Flight 253 from Amsterdam, Netherlands detonated a device that was attached to his body while on the plane. The bomb was a six inch packet of high explosives containing pentaerythritol, Triacetone Triperoxide, other materials and a syringe. The explosives were sewn into his underwear. The assailant was wounded and damage was done to the aircraft. A passenger who tried to put the explosion out was also injured. 290 people in total were on board. No other injuries or casualties were reported. Al Qaeda in the Arabian Peninsula claimed responsibility.",2009/12/25,0.0,2.0,1,United States,North America
0,Animal Liberation Front (ALF),5.0,westwood residence,Western Europe,United Kingdom,"Members of the Animal Liberation Brigade set fire to the car of  an neuroscientist working for UCLA,  accusing him of  addicting monkeys to methamphetamines and other  street drugs. The car was parked outside his Westwood residence in California. There were no reported casualties.",2009/3/7,0.0,0.0,1,United States,North America
