,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
0,Muslim extremists,45.0,saiga rifles,South Asia,Afghanistan,"A suspected Islamist suicide bomber identified as Kariyev committed multiple shootings before self-detonating in Taraz city, Jambyl province, Kazakhstan.  Kariyev, equipped with a suicide vest, shot two security officers that were following him in the morning.  Shortly after that, the assailant entered a weapons store, stole two Saiga rifles, killing the owner and a customer.  He fled in a stolen vehicle, killing two more police officers.  Reports indicate that Kariyev returned to his home and picked up a grenade launcher, which he used to target the local office of the Committee for National Security.  At this point, the assailant was apprehended; he self-detonated, killing himself and the officer who had arrested him.  Authorities have not determined if Kariyev had accomplices and specific motive is unknown; however, Kazakhstan has experienced a spike in religious extremism in the past several months.",2011/11/12,8.0,0.0,1,Kazakhstan,Central Asia
