,gname,score,keyword,gregion,gcountry,summary,date,nkill,nwound,property,country_txt,region_txt
1,Uighur Separatists,106.0,silk road,East Asia,China,"On Saturday night around 0000 midnight, in the Silk Road City in Kashgar, Xinjiang, China, two suspected armed Uighur militants ambushed a truck and killed its driver before driving the vehicle into a group of bystanders, where they attacked a group of people with knives, killing six more and injuring another 22. One of the assailants was killed by a resulting mob, and the other was detained and handed over to security forces. No group claimed responsibility for this attack, but Uighur militants are suspected.",2011/7/30,8.0,22.0,-9,China,East Asia
2,Uighur Separatists,85.0,silk road,East Asia,China,"On Sunday afternoon, in Silk Road City in Kashgar, Xinjiang, China, a group of suspected Uighur militants attacked and killed a restaurant owner and waiter before setting fire to the restaurant. The assailants then stabbed to death another four people and injuring 10 others. Police officials were reported to be among the casualties. The attack resulted in an unknown amount of property damage to the restaurant. Five assailants were killed and another four detained following the incident. No group claimed responsibility for the attack and police believe that the leaders of the group behind the attack were trained in Pakistan at a camp of the separatist East Turkestan Islamic Movement (ETIM).",2011/7/31,11.0,10.0,-9,China,East Asia
0,Uighur Separatists,,ethnic uighur,East Asia,China,"On Saturday night about 2300, in Kashgar, Xinjiang, China, unidentified militants detonated two improvised explosive devices. One explosion came from a minivan and the other was heard almost simultaneously, originating from the nearby market. It is undetermined if the attack resulted in any casualties, and the attack resulted in an unknown amount of property damages to the van and market. No group claimed responsibility, but the ethnic Uighur militants are suspected of being responsible for the attack.",2011/7/30,0.0,,1,China,East Asia
