pub_date,keyword_name,keyword_value,word_count,score,headline_main
 2012-12-28T00:00:00Z,glocations,LakeKivu,498,0.0,Kivu,  Rape  and  Massacre 
 2012-12-27T00:00:00Z,glocations,UnitedArabEmirates,445,0.0,United  Arab  Emirates  Arrests  Suspects  in  Terror  Plots 
 2012-12-15T00:00:00Z,glocations,Germany,868,0.0,German  Lawmakers  Seek  to  Ban  Far-Right  Party 
 2012-12-11T23:40:21+0000,glocations,Syria,1487,0.0,U.S.  Will  Grant  Recognition  to  Syrian  Rebels,  Obama  Says 
 2012-12-06T00:00:00Z,glocations,Egypt,1157,0.0,A  Cultural  Icon  Tells  Her  Own  Story 
 2012-12-04T11:17:05Z,glocations,Paris(France),718,0.0,Contemporary  Art  From  the  Arab  World,  Not  All  of  It  Political 
 2012-11-23T00:00:00Z,glocations,Israel,415,0.0,Police  Arrest  Suspects  in  Tel  Aviv  Bus  Blast,  Including  Israeli  Citizen 
 2012-11-23T00:00:00Z,glocations,IvoryCoast,613,0.0,Arrest  Warrant  Issued  for  Wife  of  Ivory  Coast’s  Ex-President 
 2012-11-22T00:00:00Z,glocations,Iran,2132,0.0,Years  of  Torture  in  Iran  Comes  to  Light 
 2012-11-21T12:38:43Z,glocations,GazaStrip,3206,0.0,Nov.  21  Updates  on  the  Gaza  Conflict 
 2012-11-21T08:22:03+0000,glocations,India,850,0.0,India  Executes  Pakistani  Gunman  Involved  in  2008  Attacks  on  Mumbai 
 2012-11-21T00:00:00Z,glocations,Bahrain,468,0.0,Bahrain  Failed  to  Deliver  Promised  Changes,  Report  Says 
 2012-11-20T11:31:46Z,glocations,GazaStrip,4149,0.0,Nov.  20  Updates  on  the  Gaza  Conflict   
 2012-11-16T00:00:00Z,glocations,Israel,658,0.0,The  Violence  in  Israel  and  Gaza 
 2012-11-16T00:00:00Z,glocations,GazaStrip,1353,0.0,Israel  and  Hamas  Step  Up  Air  Attacks  in  Gaza  Clash 
 2012-11-14T19:03:29Z,glocations,GazaStrip,1063,0.0,Israel's  Military  Begins  Social  Media  Offensive  as  Bombs  Fall  on  Gaza 
 2012-11-14T15:53:54Z,glocations,GazaStrip,432,0.0,In  Israeli  Attack  on  Hamas:  Shock,  Awe  and  Social  Media 
 2012-11-09T00:00:00Z,glocations,Syria,1301,0.0,Missteps  by  Rebels  Erode  Their  Support  Among  Syrians 
 2012-11-08T17:16:05+0000,glocations,GolanHeights,448,0.0,Errant  Artillery  Fire  From  Syria  War  Hits  Golan  Heights  Again 
 2012-11-04T00:00:00Z,glocations,Algeria,671,0.0,Algeria  Gains  Crucial  Help  in  Fight  Against  Al  Qaeda 
 2012-11-02T21:30:44Z,glocations,MississippiRiver,1268,0.0,A  Woman  With  Flare 
 2012-11-04T00:00:00Z,glocations,Canada,800,0.0,At  a  Loss?  There’s  Always  Canada 
 2012-11-02T00:00:00Z,glocations,Libya,978,0.0,Militant  or  Terrorist? 
 2012-10-28T00:00:00Z,glocations,Indonesia,223,0.0,Indonesia  Arrests  11  It  Says  Were  Plotting  Attack  on  U.S.  Embassy 
 2012-10-18T12:44:02+0000,glocations,Russia,827,0.0,Putin’s  New  ‘Fortress  Russia’ 
 2012-10-18T00:00:00Z,glocations,China,833,0.0,China’s  Nobels 
 2012-10-18T00:00:00Z,glocations,Libya,1106,0.0,Clearing  the  Record  About  Benghazi 
 2012-10-17T00:00:00Z,glocations,GuantanamoBayNavalBase(Cuba),1043,0.0,In  Setback  for  Military  Tribunals,  Bin  Laden  Driver&#8217;s  Conviction  Is  Reversed 
 2012-10-14T00:00:00Z,glocations,Israel,402,0.0,Israeli  Airstrike  Kills  2  Militants  in  Gaza 
 2012-10-14T00:00:00Z,glocations,Benghazi(Libya),811,0.0,The  Mystery  of  Benghazi 
 2012-10-12T07:13:33Z,glocations,Europe,591,0.0,Europe  Told  to  Count  Its  Blessings 
 2012-09-26T00:00:00Z,glocations,Waziristan(Pakistan),270,0.0,Qaeda  Operatives  Killed  in  Drone  Strike,  Official  Says 
 2012-09-22T00:00:00Z,glocations,Iran,1178,0.0,Iranian  Dissidents  Convince  U.S.  to  Drop  Terror  Label 
 2012-09-15T00:00:00Z,glocations,Japan,1225,0.0,Japan  Sets  Policy  to  Phase  Out  Nuclear  Power  Plants  by  2040 
 2012-09-10T09:09:58Z,glocations,NewYorkCity,776,0.0,Remembering  Victims  of  a  Summer  of  Terror 
 2012-09-08T21:31:54Z,glocations,BreezyPoint(NYC),276,0.0,Tornado  Videos  From  Queens  and  Brooklyn 
 2012-09-09T00:00:00Z,glocations,UnitedStates,1170,0.0,How  Resilient  Is  Post-9/11  America? 
 2012-09-07T00:00:00Z,glocations,FrenchAlps,747,0.0,French  Police  Nearby,  Girl  Hides  in  Car  for  Hours  Under  Relatives&#8217;  Corpses 
 2012-09-06T00:04:45Z,glocations,Africa,832,0.0,The  Slaughter  of  Elephants  in  Vietnam  Is  Nearly  Complete 
 2012-09-06T14:20:00Z,glocations,China,901,0.0,A  Great  Leap  Into  the  Abyss 
 2012-08-29T00:00:00Z,glocations,Syria,431,0.0,Syrian  Group  Envisions  Transition  From  Assad 
 2012-08-28T00:00:00Z,glocations,Argentina,203,0.0,The  Argentine  Therapist 
 2012-08-26T00:00:00Z,glocations,Texas,1105,0.0,Courting  Controversy  Works  for  Gohmert 
 2012-08-23T00:00:00Z,glocations,Syria,1036,0.0,Syrian  Forces  Are  Said  to  Expand  Deadly  ‘Hit  and  Run’  Efforts  in  Damascus 
 2012-08-22T00:00:00Z,glocations,SinaiPeninsula(Egypt),740,0.0,Israel  Asks  Egypt  to  Remove  Tanks  From  Sinai 
 2012-08-22T00:00:00Z,glocations,Jerusalem(Israel),1002,0.0,Touring  Terror  in  Jerusalem 
 2012-08-15T22:21:02Z,glocations,Haiti,18,0.0,Moments  of  Terror,  Without  Sound 
 2012-08-14T18:54:49+0000,glocations,Syria,1141,0.0,Syrians  Try  to  Balance  Desires  of  Life  With  the  Demands  of  a  Growing  War 
 2012-08-10T09:45:05Z,glocations,India,703,0.0,Surprise,  Mohan  Bhagwat  Meets  the  Foreign  Press   
 2012-08-09T00:00:00Z,glocations,Germany,581,0.0,Debate  in  Germany  Over  ‘Dangerous  Jihadist’ 
 2012-08-07T00:00:00Z,glocations,Israel,1148,0.0,Sinai  Attack  Tests  New  Egyptian  President’s  Relationship  With  Israel 
 2012-08-06T08:06:17Z,glocations,Wisconsin,832,0.0,For  Many  Sikhs,  Wisconsin  Attack  Has  Troubling  Echoes       
 2012-07-23T13:24:41Z,glocations,Zimbabwe,1999,0.0,Q.  and  A.  With  Lydia  Polgreen  and  Reader  Reactions  on  Land  Reform  in  Zimbabwe 
 2012-07-22T13:58:13Z,glocations,Colorado,2227,0.0,Social  Media  Tributes  to  the  Victims  of  the  Colorado  Shooting 
 2012-07-20T00:00:00Z,glocations,Turkey,714,0.0,Turkey’s  Human  Rights  Hypocrisy 
 2012-07-20T00:00:00Z,glocations,Israel,1054,0.0,Israel  Is  Forced  to  Rethink  Its  Regional  Strategies 
 2012-07-20T00:00:00Z,glocations,GreatBritain,660,0.0,Terror  Charges  as  London  Olympics  Near 
 2012-07-20T00:00:00Z,glocations,Bulgaria,1080,0.0,Hezbollah  Is  Blamed  for  Attack  on  Israeli  Tourists  in  Bulgaria 
 2012-07-19T00:00:00Z,glocations,Syria,601,0.0,Assassination  in  Damascus 
 2012-07-18T18:17:39+0000,glocations,Bulgaria,1152,0.0,5  Israelis  Killed  in  Bulgaria;  Netanyahu  Blames  Iranians 
 2012-07-18T00:00:00Z,glocations,Mali,1328,0.0,Jihadists’  Fierce  Justice  Drives  Thousands  to  Flee  Mali 
 2012-07-18T00:00:00Z,glocations,GolanHeights,590,0.0,Israel  Says  Syria  Pulls  Troops  from  Golan  to  Suppress  Revolt  Elsewhere 
 2012-07-12T12:00:46Z,glocations,NewYorkCity,1295,0.0,Taking  On  a  Debt  to  New  York   
 2012-07-06T00:00:00Z,glocations,Syria,902,0.0,U.N.  Commander  Says  Syria  Violence  Is  ‘Unprecedented’ 
 2012-07-04T00:00:00Z,glocations,France,124,0.0,France:  Web  Administrator  Charged  in  Terror  Inquiry 
 2012-06-25T09:21:32Z,glocations,India,237,0.0,Police  Arrest  Key  Suspect  in  the  Mumbai  Terror  Attack   
 2012-06-24T00:00:00Z,glocations,UpperWestSide(NYC),824,0.0,A  Delightfully  Oddball  Block 
 2012-06-22T00:00:00Z,glocations,China,1177,0.0,The  Blind,  Leading 
 2012-06-19T00:00:00Z,glocations,Israel,924,0.0,Militants  Attack  Israelis  Across  Egyptian  Border,  Renewing  Concerns  on  Sinai 
 2012-06-16T06:55:39Z,glocations,Bangalore(India),497,0.0,Newswallah:  Bharat  Edition 
 2012-06-05T00:00:00Z,glocations,Denmark,617,0.0,Four  Convicted  in  Terror  Plot  Against  Danish  Paper 
 2012-06-03T00:00:00Z,glocations,Timbuktu(Mali),1243,0.0,In  Timbuktu,  Harsh  Change  Under  Islamists 
 2012-05-31T00:00:00Z,glocations,Syria,266,0.0,How  to  Respond  to  the  Violence  in  Syria 
 2012-05-30T00:00:00Z,glocations,Houla(Syria),551,0.0,The  Massacre  at  Houla 
 2012-05-29T00:00:00Z,glocations,Syria,998,0.0,International  Pressure  on  Syria  Grows  After  Killings 
 2012-05-24T00:00:00Z,glocations,Syria,679,0.0,Oil  Sanctions  Take  Economic  Toll,  Syria  Says 
 2012-05-22T00:00:00Z,glocations,Indonesia,935,0.0,Indonesia's  Rising  Religious  Intolerance 
 2012-05-21T00:00:00Z,glocations,Ethiopia,870,0.0,For  an  Ethiopia  in  Transition,  Guarded  Hope  for  Freer  Journalism 
