word,count
"responsibility","52"
"Russia","44"
"police","38"
"Russian","36"
"killed","29"
"Chechnya","27"
"Dagestan","27"
"group","27"
"wounded","26"
"claimed","25"
"reported","20"
"Police","19"
"Ingushetia","19"
"claim","18"
"officers","17"
"injured","15"
"Novostey","15"
"Agentstvo","15"
"Voyennykh","15"
"perpetrators","15"
