word,count
"killed","853"
"responsibility","624"
"Afghan","616"
"Taliban","459"
"Pakistan","438"
"Afghanistan","413"
"police","402"
"News","400"
"Sri Lanka","377"
"claimed","348"
"Press","328"
"reported","322"
"claim","315"
"bomb","297"
"wounded","278"
