word,count
"tribesmen","3"
"Tribesmen","2"
"hostage","2"
"Nipa","2"
"National","2"
"police","2"
"released","2"
"Guinea","2"
"officers","2"
"Papua","2"
"weapons","2"
"incident","1"
"officers'","1"
"PNG","1"
"Highlands","1"
"Firefight","1"
"Andrew","1"
"Province","1"
"hour","1"
"attacked","1"
